표제어,동형어 번호,구분,품사,고유어 여부,원어
미비하다,0,단어,형용사,혼종어,未備하다
미쁘다,0,단어,형용사,고유어,
미사,0,단어,명사,혼종어,missa
미사여구,0,단어,명사,한자어,美辭麗句
미사일,0,단어,명사,외래어,missile
미상,0,단어,명사,한자어,未詳
미색,1,단어,명사,한자어,米色
미색,2,단어,명사,한자어,美色
미생물,0,단어,명사,한자어,微生物
미생물학,0,단어,명사,한자어,微生物學
미성,0,단어,명사,한자어,美聲
미성년,0,단어,명사,한자어,未成年
미성년자,0,단어,명사,한자어,未成年者
미성숙,0,단어,명사,한자어,未成熟
미성숙하다,0,단어,형용사,혼종어,未成熟하다
미세,0,단어,명사,한자어,微細
미세스,0,단어,명사,고유어,
미세하다,0,단어,형용사,혼종어,微細하다
미세하다,0,단어,형용사,혼종어,微細하다
미소,0,단어,명사,한자어,微笑
미소년,0,단어,명사,한자어,美少年
미소하다,1,단어,동사,혼종어,微笑하다
미소하다,2,단어,형용사,혼종어,微小하다
미소하다,3,단어,형용사,혼종어,微少하다
미수,1,단어,명사,한자어,未收
미수,2,단어,명사,한자어,未遂
미수,3,단어,명사,한자어,米壽
미수금,0,단어,명사,한자어,未收金
미수죄,0,단어,명사,한자어,未遂罪
미숙,0,단어,명사,한자어,未熟
미숙련,0,단어,명사,한자어,未熟練
미숙성,0,단어,명사,한자어,未熟性
미숙아,0,단어,명사,한자어,未熟兒
미숙하다,0,단어,형용사,혼종어,未熟하다
미숙하다,0,단어,형용사,혼종어,未熟하다
미술,0,단어,명사,한자어,美術
미술가,0,단어,명사,한자어,美術家
미술계,0,단어,명사,한자어,美術界
미술관,0,단어,명사,한자어,美術館
미술사,0,단어,명사,한자어,美術史
미술품,0,단어,명사,한자어,美術品
미숫가루,0,단어,명사,고유어,
미스,1,단어,명사,외래어,miss
미스,2,단어,명사,외래어,Miss
미스,2,단어,명사,외래어,Miss
미스터,0,단어,명사,외래어,mister Mr.
미스터리,0,단어,명사,외래어,mystery
미스터리,0,단어,명사,외래어,mystery
미시,0,단어,명사,한자어,微視
미시적,1,단어,명사,한자어,微視的
미시적,2,단어,관형사,한자어,微視的
미시족,0,단어,명사,혼종어,missy族
미시즈,0,단어,명사,외래어,Mrs.
미식,1,단어,명사,한자어,美式
미식,2,단어,명사,한자어,美食
미식가,0,단어,명사,한자어,美食家
미식축구,0,단어,명사,한자어,美式蹴球
미신,0,단어,명사,한자어,迷信
미신고,0,단어,명사,한자어,未申告
미신적,1,단어,명사,한자어,迷信的
미신적,2,단어,관형사,한자어,迷信的
미심쩍다,0,단어,형용사,혼종어,未審쩍다
미싱,0,단어,명사,외래어,mishin
미아,0,단어,명사,한자어,迷兒
미아보호소,0,단어,명사,한자어,迷兒保護所
미안,0,단어,명사,한자어,未安
미안스럽다,0,단어,형용사,혼종어,未安스럽다
미안쩍다,0,단어,형용사,혼종어,未安쩍다
미안하다,0,단어,형용사,혼종어,未安하다
미안하다,0,단어,형용사,혼종어,未安하다
미약하다,0,단어,형용사,혼종어,微弱하다
미얀마,0,단어,명사,외래어,Myanmar
미어지다,0,단어,동사,고유어,
미어지다,0,단어,동사,고유어,
미어지다,0,단어,동사,고유어,
미어터지다,0,단어,동사,고유어,
미역,1,단어,명사,고유어,
미역,2,단어,명사,고유어,
미역국,0,단어,명사,고유어,
미역국,0,부표제어,명사,,
미연,0,단어,명사,한자어,未然
미열,0,단어,명사,한자어,微熱
미온,0,단어,명사,한자어,微溫
미온적,1,단어,명사,한자어,微溫的
미온적,2,단어,관형사,한자어,微溫的
미완,0,단어,명사,한자어,未完
미완성,0,단어,명사,한자어,未完成
미용,0,단어,명사,한자어,美容
미용사,0,단어,명사,한자어,美容師
미용실,0,단어,명사,한자어,美容室
미우-,0,단어,품사 없음,고유어,
미욱하다,0,단어,형용사,고유어,
미움,0,단어,명사,고유어,
미워-,0,단어,품사 없음,고유어,
미워하다,0,단어,동사,고유어,
미음,1,단어,명사,고유어,
미음,2,단어,명사,한자어,米飮
미의식,0,단어,명사,한자어,美意識
미이라,0,단어,명사,고유어,
미인,0,단어,명사,한자어,美人
미인계,0,단어,명사,한자어,美人計
미인박명,0,단어,명사,한자어,美人薄命
미장,0,단어,명사,고유어,
미장원,0,단어,명사,한자어,美粧院
미장이,0,단어,명사,고유어,
미적,1,단어,명사,한자어,美的
미적,2,단어,관형사,한자어,美的
미적거리다,0,단어,동사,고유어,
미적대다,0,단어,동사,고유어,
미적미적,0,단어,부사,고유어,
미적미적하다,0,단어,동사,고유어,
미적지근하다,0,단어,형용사,고유어,
미적지근하다,0,단어,형용사,고유어,
미정,0,단어,명사,한자어,未定
미제,1,단어,명사,한자어,未濟
미제,2,단어,명사,한자어,美製
미제,3,단어,명사,한자어,謎題
미주,0,단어,명사,한자어,美洲
미주알고주알,0,단어,부사,고유어,
미증유,0,단어,명사,한자어,未曾有
미지,0,단어,명사,한자어,未知
미지근하다,0,단어,형용사,고유어,
미지근하다,0,단어,형용사,고유어,
미지수,0,단어,명사,한자어,未知數
미지수,0,단어,명사,한자어,未知數
미진,0,단어,명사,한자어,微塵
미진하다,0,단어,형용사,혼종어,未盡하다
미처,0,단어,부사,고유어,
미천하다,0,단어,형용사,혼종어,微賤하다
미쳐-,0,단어,품사 없음,고유어,
미취학,0,단어,명사,한자어,未就學
미치-,0,단어,품사 없음,고유어,
미치광이,0,단어,명사,고유어,
미치다,1,단어,동사,고유어,
미치다,1,단어,동사,고유어,
미치다,1,단어,동사,고유어,
미치다,1,단어,동사,고유어,
미치다,1,부표제어,동사,,
미치다,2,단어,동사,고유어,
미치다,2,단어,동사,고유어,
미친놈,0,단어,명사,고유어,
미친놈,0,단어,명사,고유어,
미터,0,단어,의존 명사,외래어,meter
미터기,0,단어,명사,혼종어,meter器
미터기,0,단어,명사,혼종어,meter器
미투리,0,단어,명사,고유어,
미팅,0,단어,명사,외래어,meeting
미풍,1,단어,명사,한자어,美風
미풍,2,단어,명사,한자어,微風
미풍양속,0,단어,명사,한자어,美風良俗
미필,0,단어,명사,한자어,未畢
미학,0,단어,명사,한자어,美學
미학적,1,단어,명사,한자어,美學的
미학적,2,단어,관형사,한자어,美學的
미해결,0,단어,명사,한자어,未解決
미행,1,단어,명사,한자어,尾行
미행,2,단어,명사,한자어,美行
미행하다,0,단어,동사,혼종어,尾行하다
미혹,0,단어,명사,한자어,迷惑
미혹되다,0,단어,동사,혼종어,迷惑되다
미혹하다,0,단어,동사,혼종어,迷惑하다
미혼,0,단어,명사,한자어,未婚
미혼모,0,단어,명사,한자어,未婚母
미혼자,0,단어,명사,한자어,未婚者
미화,1,단어,명사,한자어,美化
미화,2,단어,명사,한자어,美貨
미화되다,0,단어,동사,혼종어,美化되다
미화원,0,단어,명사,한자어,美化員
미화하다,0,단어,동사,혼종어,美化하다
미확인,0,단어,명사,한자어,未確認
미확정,0,단어,명사,한자어,未確定
미흡하다,0,단어,형용사,혼종어,未洽하다
믹서,0,단어,명사,외래어,mixer
#NAME?,0,단어,접사,한자어,民
민-,0,단어,접사,고유어,
민-,0,단어,접사,고유어,
민가,0,단어,명사,한자어,民家
민간,0,단어,명사,한자어,民間
민간,0,단어,명사,한자어,民間
민간기,0,단어,명사,한자어,民間機
민간단체,0,단어,명사,한자어,民間團體
민간 신앙,0,구,품사 없음,한자어,民間信仰
민간요법,0,단어,명사,한자어,民間療法
민간용,0,단어,명사,한자어,民間用
민간인,0,단어,명사,한자어,民間人
민감성,0,단어,명사,한자어,敏感性
민감하다,0,단어,형용사,혼종어,敏感하다
민감히,0,단어,부사,혼종어,敏感히
민권,0,단어,명사,한자어,民權
민담,0,단어,명사,한자어,民譚
민도,0,단어,명사,한자어,民度
민둥산,0,단어,명사,혼종어,민둥山
민들레,0,단어,명사,고유어,
민란,0,단어,명사,한자어,民亂
민망스럽다,0,단어,형용사,혼종어,憫惘스럽다
민망하다,0,단어,형용사,혼종어,憫惘하다
민망하다,0,단어,형용사,혼종어,憫惘하다
민무늬,0,단어,명사,고유어,
민물,0,단어,명사,고유어,
민물고기,0,단어,명사,고유어,
민물낚시,0,단어,명사,고유어,
민박,0,단어,명사,한자어,民泊
민박하다,0,단어,동사,혼종어,民泊하다
민방위,0,단어,명사,한자어,民防衛
민법,0,단어,명사,한자어,民法
민병,0,단어,명사,한자어,民兵
민본,0,단어,명사,한자어,民本
민사,0,단어,명사,한자어,民事
민사 소송,0,구,품사 없음,한자어,民事訴訟
민사 재판,0,구,품사 없음,한자어,民事裁判
민생,0,단어,명사,한자어,民生
민생고,0,단어,명사,한자어,民生苦
민선,0,단어,명사,한자어,民選
민소매,0,단어,명사,고유어,
민속,0,단어,명사,한자어,民俗
민속 공예,0,구,품사 없음,한자어,民俗工藝
민속놀이,0,단어,명사,혼종어,民俗놀이
민속 무용,0,구,품사 없음,한자어,民俗舞踊
민속 박물관,0,구,품사 없음,한자어,民俗博物館
민속 음악,0,구,품사 없음,한자어,民俗音樂
민속 의상,0,구,품사 없음,한자어,民俗衣裳
민속자료,0,단어,명사,한자어,民俗資料
민속촌,0,단어,명사,한자어,民俗村
민속촌,0,단어,명사,한자어,民俗村
민속춤,0,단어,명사,혼종어,民俗춤
민속학,0,단어,명사,한자어,民俗學
민속화,0,단어,명사,한자어,民俗畫
민숭민숭,0,단어,부사,고유어,
민숭민숭,0,단어,부사,고유어,
민숭민숭,0,단어,부사,고유어,
민숭민숭하다,0,단어,형용사,고유어,
민숭민숭하다,0,단어,형용사,고유어,
민숭민숭하다,0,단어,형용사,고유어,
민습,0,단어,명사,한자어,民習
민심,0,단어,명사,한자어,民心
민얼굴,0,단어,명사,고유어,
민영,0,단어,명사,한자어,民營
민영 방송,0,구,품사 없음,한자어,民營放送
민영화,0,단어,명사,한자어,民營化
민영화되다,0,단어,동사,혼종어,民營化되다
민영화하다,0,단어,동사,혼종어,民營化하다
민완,0,단어,명사,한자어,敏腕
민요,0,단어,명사,한자어,民謠
민원,0,단어,명사,한자어,民願
민원실,0,단어,명사,한자어,民願室
민원인,0,단어,명사,한자어,民願人
민의,0,단어,명사,한자어,民意
민자,0,단어,명사,한자어,民資
민저고리,0,단어,명사,고유어,
민정,1,단어,명사,한자어,民政
민정,1,단어,명사,한자어,民政
민정,2,단어,명사,한자어,民情
민족,0,단어,명사,한자어,民族
민족 국가,0,구,품사 없음,고유어,
민족사,0,단어,명사,한자어,民族史
민족성,0,단어,명사,한자어,民族性
민족어,0,단어,명사,한자어,民族語
민족의상,0,단어,명사,한자어,民族衣裳
민족의식,0,단어,명사,한자어,民族意識
민족적,1,단어,명사,한자어,民族的
민족적,2,단어,관형사,한자어,民族的
민족정신,0,단어,명사,한자어,民族精神
민족주의,0,단어,명사,한자어,民族主義
민주,0,단어,명사,한자어,民主
민주,0,단어,명사,한자어,民主
민주 국가,0,구,품사 없음,한자어,民主國家
민주적,1,단어,명사,한자어,民主的
민주적,2,단어,관형사,한자어,民主的
민주 정치,0,구,품사 없음,한자어,民主政治
민주주의,0,단어,명사,한자어,民主主義
민주주의 국가,0,구,품사 없음,한자어,民主主義國家
민주화,0,단어,명사,한자어,民主化
민주화되다,0,단어,동사,혼종어,民主化되다
민주화하다,0,단어,동사,혼종어,民主化하다
민중,0,단어,명사,한자어,民衆
민중가요,0,단어,명사,한자어,民衆歌謠
민중적,1,단어,명사,한자어,民衆的
민중적,2,단어,관형사,한자어,民衆的
민첩성,0,단어,명사,한자어,敏捷性
민첩하다,0,단어,형용사,혼종어,敏捷하다
민초,0,단어,명사,한자어,民草
민폐,0,단어,명사,한자어,民弊
민화,1,단어,명사,한자어,民畫
민화,2,단어,명사,한자어,民話
민활하다,0,단어,형용사,혼종어,敏活하다
믿기다,0,단어,동사,고유어,
믿다,0,단어,동사,고유어,
믿다,0,단어,동사,고유어,
믿다,0,단어,동사,고유어,
믿다,0,단어,동사,고유어,
믿다,0,부표제어,동사,,
믿어지다,0,단어,동사,고유어,
믿음,0,단어,명사,고유어,
믿음,0,단어,명사,고유어,
믿음직스럽다,0,단어,형용사,고유어,
믿음직하다,0,단어,형용사,고유어,
밀,0,단어,명사,고유어,
밀-,0,단어,품사 없음,고유어,
밀가루,0,단어,명사,고유어,
밀감,0,단어,명사,한자어,蜜柑
밀고,0,단어,명사,한자어,密告
밀고하다,0,단어,동사,혼종어,密告하다
밀기울,0,단어,명사,고유어,
밀다,0,단어,동사,고유어,
밀다,0,단어,동사,고유어,
밀다,0,단어,동사,고유어,
밀다,0,단어,동사,고유어,
밀다,0,단어,동사,고유어,
밀다,0,단어,동사,고유어,
밀다,0,단어,동사,고유어,
밀다,0,단어,동사,고유어,
밀다,0,단어,동사,고유어,
밀다,0,부표제어,동사,,
밀담,0,단어,명사,한자어,密談
밀도,0,단어,명사,한자어,密度
밀도,0,단어,명사,한자어,密度
밀도,0,단어,명사,한자어,密度
밀랍,0,단어,명사,한자어,蜜蠟
밀려-,0,단어,품사 없음,고유어,
밀려가다,0,단어,동사,고유어,
밀려나다,0,단어,동사,고유어,
밀려나다,0,단어,동사,고유어,
밀려다니다,0,단어,동사,고유어,
밀려들다,0,단어,동사,고유어,
밀려오다,0,단어,동사,고유어,
밀려오다,0,단어,동사,고유어,
밀려오다,0,단어,동사,고유어,
밀렵꾼,0,단어,명사,혼종어,密獵꾼
밀리,0,단어,의존 명사,외래어,←millimeter
밀리-,0,단어,품사 없음,고유어,
밀리그램,0,단어,의존 명사,외래어,milligram
밀리다,1,단어,동사,고유어,
밀리다,1,단어,동사,고유어,
밀리다,1,단어,동사,고유어,
밀리다,2,단어,동사,고유어,
밀리다,2,단어,동사,고유어,
밀리다,2,단어,동사,고유어,
밀리리터,0,단어,의존 명사,외래어,milliliter
밀리미터,0,단어,의존 명사,외래어,millimeter
밀림,0,단어,명사,한자어,密林
밀매,0,단어,명사,한자어,密賣
밀무역,0,단어,명사,한자어,密貿易
밀물,0,단어,명사,고유어,
밀반입,0,단어,명사,한자어,密搬入
밀반입되다,0,단어,동사,혼종어,密搬入되다
밀반입하다,0,단어,동사,혼종어,密搬入하다
밀반출,0,단어,명사,한자어,密搬出
밀반출되다,0,단어,동사,혼종어,密搬出되다
밀반출하다,0,단어,동사,혼종어,密搬出하다
밀밭,0,단어,명사,고유어,
밀봉,0,단어,명사,한자어,密封
밀봉되다,0,단어,동사,혼종어,密封되다
밀봉하다,0,단어,동사,혼종어,密封하다
밀사,0,단어,명사,한자어,密使
밀생하다,0,단어,동사,혼종어,密生하다
밀서,0,단어,명사,한자어,密書
밀수,0,단어,명사,한자어,密輸
밀수되다,0,단어,동사,혼종어,密輸되다
밀수업자,0,단어,명사,한자어,密輸業者
밀수품,0,단어,명사,한자어,密輸品
밀수하다,0,단어,동사,혼종어,密輸하다
밀실,0,단어,명사,한자어,密室
밀알,0,단어,명사,고유어,
밀알,0,단어,명사,고유어,
밀약,0,단어,명사,한자어,密約
밀어,0,단어,명사,한자어,蜜語
밀어내다,0,단어,동사,고유어,
밀어닥치다,0,단어,동사,고유어,
밀어뜨리다,0,단어,동사,고유어,
밀어붙이다,0,단어,동사,고유어,
밀어붙이다,0,단어,동사,고유어,
밀어젖히다,0,단어,동사,고유어,
밀어젖히다,0,단어,동사,고유어,
밀어주다,0,단어,동사,고유어,
밀어주다,0,단어,동사,고유어,
밀월,0,단어,명사,한자어,蜜月
밀월,0,단어,명사,한자어,蜜月
밀월여행,0,단어,명사,한자어,蜜月旅行
밀입국,0,단어,명사,한자어,密入國
밀입국자,0,단어,명사,혼종어,密入國者
밀전병,0,단어,명사,혼종어,밀煎餠
밀접,0,단어,명사,한자어,密接
밀접하다,0,단어,형용사,혼종어,密接하다
밀접히,0,단어,부사,혼종어,密接히
밀주,0,단어,명사,한자어,密酒
밀지,0,단어,명사,한자어,密旨
밀지,0,단어,명사,한자어,密旨
밀집,0,단어,명사,한자어,密集
밀집되다,0,단어,동사,혼종어,密集되다
밀집하다,0,단어,동사,혼종어,密集하다
밀짚,0,단어,명사,고유어,
밀짚모자,0,단어,명사,혼종어,밀짚帽子
밀착,0,단어,명사,한자어,密着
밀착,0,단어,명사,한자어,密着
밀착되다,0,단어,동사,혼종어,密着되다
밀착되다,0,단어,동사,혼종어,密着되다
밀착시키다,0,단어,동사,혼종어,密着시키다
밀착시키다,0,단어,동사,혼종어,密着시키다
밀착하다,0,단어,동사,혼종어,密着하다
밀착하다,0,단어,동사,혼종어,密着하다
밀쳐놓다,0,단어,동사,고유어,
밀치다,0,단어,동사,고유어,
밀크셰이크,0,단어,명사,외래어,milk shake
밀통하다,0,단어,동사,혼종어,密通하다
밀통하다,0,단어,동사,혼종어,密通하다
밀폐,0,단어,명사,한자어,密閉
밀폐되다,0,단어,동사,혼종어,密閉되다
밀폐하다,0,단어,동사,혼종어,密閉하다
밀항,0,단어,명사,한자어,密航
밀항자,0,단어,명사,한자어,密航者
밀항하다,0,단어,동사,혼종어,密航하다
밀회,0,단어,명사,한자어,密會
밉-,0,단어,품사 없음,고유어,
밉다,0,단어,형용사,고유어,
밉다,0,단어,형용사,고유어,
밉다,0,부표제어,형용사,,
밉다,0,부표제어,형용사,,
밉다,0,부표제어,형용사,,
밉보다,0,단어,동사,고유어,
밉보이다,0,단어,동사,고유어,
밉살맞다,0,단어,형용사,고유어,
밉살스럽다,0,단어,형용사,고유어,
밉상,0,단어,명사,혼종어,밉相
밉상,0,단어,명사,혼종어,밉相
밋밋하다,0,단어,형용사,고유어,
밋밋하다,0,단어,형용사,고유어,
밍밍하다,0,단어,형용사,고유어,
밍밍하다,0,단어,형용사,고유어,
밍크,0,단어,명사,외래어,mink
및,0,단어,부사,고유어,
밑,0,단어,명사,고유어,
밑,0,단어,명사,고유어,
밑,0,단어,명사,고유어,
밑,0,단어,명사,고유어,
밑,0,단어,명사,고유어,
밑,0,단어,명사,고유어,
밑,0,부표제어,명사,,
밑,0,부표제어,명사,,
밑,0,부표제어,명사,,
밑,0,부표제어,명사,,
밑,0,부표제어,명사,,
밑,0,부표제어,명사,,
밑간하다,0,단어,동사,고유어,
밑거름,0,단어,명사,고유어,
밑거름,0,단어,명사,고유어,
밑구멍,0,단어,명사,고유어,
밑구멍,0,부표제어,명사,,
밑그림,0,단어,명사,고유어,
밑그림,0,단어,명사,고유어,
밑그림,0,단어,명사,고유어,
밑돌다,0,단어,동사,고유어,
밑동,0,단어,명사,고유어,
밑동,0,단어,명사,고유어,
밑동,0,단어,명사,고유어,
밑둥치,0,단어,명사,고유어,
밑면,0,단어,명사,혼종어,밑面
밑면적,0,단어,명사,혼종어,밑面積
밑바닥,0,단어,명사,고유어,
밑바닥,0,단어,명사,고유어,
밑바닥,0,단어,명사,고유어,
밑바닥,0,부표제어,명사,,
밑바탕,0,단어,명사,고유어,
밑반찬,0,단어,명사,혼종어,밑飯饌
밑받침,0,단어,명사,고유어,
밑받침,0,단어,명사,고유어,
밑받침되다,0,단어,동사,고유어,
밑받침하다,0,단어,동사,고유어,
밑변,0,단어,명사,혼종어,밑邊
밑변,0,단어,명사,혼종어,밑邊
밑부분,0,단어,명사,혼종어,밑部分
밑뿌리,0,단어,명사,고유어,
밑뿌리,0,단어,명사,고유어,
밑줄,0,단어,명사,고유어,
밑지다,0,단어,동사,고유어,
밑지다,0,부표제어,동사,,
밑지다,0,부표제어,동사,,
밑창,0,단어,명사,고유어,
밑창,0,단어,명사,고유어,
밑천,0,단어,명사,고유어,
밑천,0,부표제어,명사,,
밑천,0,부표제어,명사,,
밑천,0,부표제어,명사,,
밑천,0,부표제어,명사,,
바,1,단어,의존 명사,고유어,
바,1,단어,의존 명사,고유어,
바,1,단어,의존 명사,고유어,
바,1,단어,의존 명사,고유어,
바,2,단어,명사,외래어,bar
바,2,단어,명사,외래어,bar
바가지,0,단어,명사,고유어,
바가지,0,단어,명사,고유어,
바가지,0,단어,명사,고유어,
바가지,0,부표제어,명사,,
바가지,0,부표제어,명사,,
바가지,0,부표제어,명사,,
#NAME?,0,단어,접사,고유어,
바가지요금,0,단어,명사,혼종어,바가지料金
바겐세일,0,단어,명사,외래어,bargain sale
바구니,0,단어,명사,고유어,
바구니,0,단어,명사,고유어,
바글거리다,0,단어,동사,고유어,
바글거리다,0,단어,동사,고유어,
바글대다,0,단어,동사,고유어,
바글대다,0,단어,동사,고유어,
바글바글,0,단어,부사,고유어,
바글바글,0,단어,부사,고유어,
바글바글하다,0,단어,동사,고유어,
바글바글하다,0,단어,동사,고유어,
바깥,0,단어,명사,고유어,
바깥,0,단어,명사,고유어,
바깥사돈,0,단어,명사,혼종어,바깥査頓
바깥세상,0,단어,명사,혼종어,바깥世上
바깥세상,0,단어,명사,혼종어,바깥世上
바깥세상,0,단어,명사,혼종어,바깥世上
바깥양반,0,단어,명사,고유어,
바깥일,0,단어,명사,고유어,
바깥일,0,단어,명사,고유어,
바깥일,0,단어,명사,고유어,
바깥쪽,0,단어,명사,고유어,
바깥쪽,0,단어,명사,고유어,
바깥채,0,단어,명사,고유어,
바깥출입,0,단어,명사,혼종어,바깥出入
바께쓰,0,단어,명사,혼종어,baketsu
바꾸-,0,단어,품사 없음,고유어,
바꾸다,0,단어,동사,고유어,
바꾸다,0,단어,동사,고유어,
바꾸다,0,단어,동사,고유어,
바꾸다,0,단어,동사,고유어,
바꾸다,0,단어,동사,고유어,
바꾸다,0,부표제어,동사,,
바꿔-,0,단어,품사 없음,고유어,
바뀌다,0,단어,동사,고유어,
바뀌다,0,단어,동사,고유어,
바뀌다,0,단어,동사,고유어,
바뀌다,0,단어,동사,고유어,
바뀌다,0,단어,동사,고유어,
바뀌다,0,단어,동사,고유어,
바나나,0,단어,명사,외래어,banana
바느질,0,단어,명사,고유어,
바느질감,0,단어,명사,고유어,
바느질거리,0,단어,명사,고유어,
바느질하다,0,단어,동사,고유어,
바늘,0,단어,명사,고유어,
바늘,0,단어,명사,고유어,
바늘,0,단어,명사,고유어,
바늘,0,단어,명사,고유어,
바늘,0,부표제어,명사,,
바늘,0,부표제어,명사,,
바늘,0,부표제어,명사,,
바늘구멍,0,단어,명사,고유어,
바늘구멍,0,단어,명사,고유어,
바늘구멍,0,단어,명사,고유어,
바늘귀,0,단어,명사,고유어,
바늘꽂이,0,단어,명사,고유어,
바늘대,0,단어,명사,고유어,
바늘대,0,단어,명사,고유어,
바늘땀,0,단어,명사,고유어,
바늘방석,0,단어,명사,혼종어,바늘方席
바늘방석,0,단어,명사,혼종어,바늘方席
바닐라,0,단어,명사,외래어,vanilla
바다,0,단어,명사,고유어,
바다,0,단어,명사,고유어,
바다,0,부표제어,명사,,
바다낚시,0,단어,명사,고유어,
바닥,0,단어,명사,고유어,
바닥,0,단어,명사,고유어,
바닥,0,단어,명사,고유어,
바닥,0,단어,명사,고유어,
바닥,0,단어,명사,고유어,
바닥,0,단어,명사,고유어,
바닥,0,부표제어,명사,,
바닥,0,부표제어,명사,,
바닥,0,부표제어,명사,,
바닥,0,부표제어,명사,,
바닥,0,부표제어,명사,,
바닥,0,부표제어,명사,,
바닥,0,부표제어,명사,,
바닥,0,부표제어,명사,,
바닥,0,부표제어,명사,,
바닥,0,부표제어,명사,,
바닥권,0,단어,명사,혼종어,바닥圈
바닥나다,0,단어,동사,고유어,
바닥나다,0,단어,동사,고유어,
바닥재,0,단어,명사,혼종어,바닥材
바닷가,0,단어,명사,고유어,
바닷길,0,단어,명사,고유어,
바닷물,0,단어,명사,고유어,
바닷물고기,0,단어,명사,고유어,
바닷바람,0,단어,명사,고유어,
바닷새,0,단어,명사,고유어,
바닷소리,0,단어,명사,고유어,
바닷속,0,단어,명사,고유어,
바동거리다,0,단어,동사,고유어,
바동거리다,0,단어,동사,고유어,
바동대다,0,단어,동사,고유어,
바동대다,0,단어,동사,고유어,
바동바동,0,단어,부사,고유어,
바동바동,0,단어,부사,고유어,
바동바동하다,0,단어,동사,고유어,
바동바동하다,0,단어,동사,고유어,
바둑,0,단어,명사,고유어,
바둑돌,0,단어,명사,고유어,
바둑알,0,단어,명사,고유어,
바둑이,0,단어,명사,고유어,
바둑판,0,단어,명사,혼종어,바둑板
바둥거리다,0,단어,동사,고유어,
바둥거리다,0,단어,동사,고유어,
바둥대다,0,단어,동사,고유어,
바둥대다,0,단어,동사,고유어,
바둥바둥,0,단어,부사,고유어,
바둥바둥,0,단어,부사,고유어,
바둥바둥하다,0,단어,동사,고유어,
바둥바둥하다,0,단어,동사,고유어,
바드득바드득,0,단어,부사,고유어,
바득바득,0,단어,부사,고유어,
바득바득,0,단어,부사,고유어,
바들바들,0,단어,부사,고유어,
바들바들하다,0,단어,동사,고유어,
바라-,0,단어,품사 없음,고유어,
바라다,0,단어,동사,고유어,
바라다,0,단어,동사,고유어,
바라다,0,단어,동사,고유어,
바라다보다,0,단어,동사,고유어,
바라보-,0,단어,품사 없음,고유어,
바라보다,0,단어,동사,고유어,
바라보다,0,단어,동사,고유어,
바라보다,0,단어,동사,고유어,
바라보다,0,단어,동사,고유어,
바라보다,0,단어,동사,고유어,
바라보다,0,단어,동사,고유어,
바라보이다,0,단어,동사,고유어,
바라봐-,0,단어,품사 없음,고유어,
바라지다,1,단어,동사,고유어,
바라지다,1,단어,동사,고유어,
바라지다,2,단어,형용사,고유어,
바라지다,2,단어,형용사,고유어,
바라지다,2,단어,형용사,고유어,
바락,0,단어,부사,고유어,
바락바락,0,단어,부사,고유어,
바람,1,단어,명사,고유어,
바람,1,단어,명사,고유어,
바람,1,단어,명사,고유어,
바람,1,단어,명사,고유어,
바람,1,단어,명사,고유어,
바람,1,단어,명사,고유어,
바람,1,단어,명사,고유어,
바람,1,단어,명사,고유어,
바람,1,단어,명사,고유어,
바람,1,단어,명사,고유어,
바람,1,부표제어,명사,,
바람,1,부표제어,명사,,
바람,1,부표제어,명사,,
바람,1,부표제어,명사,,
바람,1,부표제어,명사,,
바람,1,부표제어,명사,,
바람,1,부표제어,명사,,
바람,1,부표제어,명사,,
바람,2,단어,명사,고유어,
바람,3,단어,의존 명사,고유어,
바람,3,단어,의존 명사,고유어,
바람개비,0,단어,명사,고유어,
바람결,0,단어,명사,고유어,
바람결,0,단어,명사,고유어,
바람기,0,단어,명사,혼종어,바람氣
바람기,0,단어,명사,혼종어,바람氣
바람나다,0,단어,동사,고유어,
바람둥이,0,단어,명사,고유어,
바람막이,0,단어,명사,고유어,
바람맞다,0,단어,동사,고유어,
바람맞다,0,단어,동사,고유어,
바람맞히다,0,단어,동사,고유어,
바람잡이,0,단어,명사,고유어,
바람직스럽다,0,단어,형용사,고유어,
바람직하다,0,단어,형용사,고유어,
바람피우다,0,단어,동사,고유어,
바랑,0,단어,명사,고유어,
바래다,1,단어,동사,고유어,
바래다,2,단어,동사,고유어,
바래다주다,0,단어,동사,고유어,
바레인,0,단어,명사,외래어,Bahrain
바로,0,단어,부사,고유어,
바로,0,단어,부사,고유어,
바로,0,단어,부사,고유어,
바로,0,단어,부사,고유어,
바로,0,단어,부사,고유어,
바로,0,단어,부사,고유어,
바로,0,단어,부사,고유어,
바로미터,0,단어,명사,외래어,barometer
바로미터,0,단어,명사,외래어,barometer
바로바로,0,단어,부사,고유어,
바로잡다,0,단어,동사,고유어,
바로잡다,0,단어,동사,고유어,
바로잡히다,0,단어,동사,고유어,
바로잡히다,0,단어,동사,고유어,
바로크,0,단어,명사,외래어,baroque
바르-,1,단어,품사 없음,고유어,
바르-,2,단어,품사 없음,고유어,
바르다,1,단어,동사,고유어,
바르다,1,단어,동사,고유어,
바르다,1,단어,동사,고유어,
바르다,2,단어,동사,고유어,
바르다,3,단어,형용사,고유어,
바르다,3,단어,형용사,고유어,
바르다,3,단어,형용사,고유어,
바르다,3,단어,형용사,고유어,
바르르,0,단어,부사,고유어,
바르르,0,단어,부사,고유어,
바르르,0,단어,부사,고유어,
바른,0,단어,관형사,고유어,
