표제어,동형어 번호,구분,품사,고유어 여부,원어
진풍경,0,단어,명사,한자어,珍風景
진피,0,단어,명사,한자어,眞皮
진하다,0,단어,형용사,혼종어,津하다
진하다,0,단어,형용사,혼종어,津하다
진하다,0,단어,형용사,혼종어,津하다
진하다,0,단어,형용사,혼종어,津하다
진하다,0,단어,형용사,혼종어,津하다
진하다,0,단어,형용사,혼종어,津하다
진학,0,단어,명사,한자어,進學
진학률,0,단어,명사,한자어,進學率
진학하다,0,단어,동사,혼종어,進學하다
진행,0,단어,명사,한자어,進行
진행,0,단어,명사,한자어,進行
진행되다,0,단어,동사,혼종어,進行되다
진행되다,0,단어,동사,혼종어,進行되다
진행자,0,단어,명사,한자어,進行者
진행하다,0,단어,동사,혼종어,進行하다
진행하다,0,단어,동사,혼종어,進行하다
진행형,0,단어,명사,한자어,進行形
진혼곡,0,단어,명사,한자어,鎭魂曲
진홍,0,단어,명사,한자어,眞紅
진홍,0,단어,명사,한자어,眞紅
진화,1,단어,명사,한자어,進化
진화,1,단어,명사,한자어,進化
진화,2,단어,명사,한자어,鎭火
진화,2,단어,명사,한자어,鎭火
진화되다,1,단어,동사,혼종어,進化되다
진화되다,1,단어,동사,혼종어,進化되다
진화되다,2,단어,동사,혼종어,鎭火되다
진화되다,2,단어,동사,혼종어,鎭火되다
진화론,0,단어,명사,한자어,進化論
진화하다,1,단어,동사,혼종어,進化하다
진화하다,1,단어,동사,혼종어,進化하다
진화하다,2,단어,동사,혼종어,鎭火하다
진화하다,2,단어,동사,혼종어,鎭火하다
진흙,0,단어,명사,고유어,
진흙,0,단어,명사,고유어,
진흙물,0,단어,명사,고유어,
진흙탕,0,단어,명사,고유어,
진흥,0,단어,명사,한자어,振興
진흥왕 순수비,0,구,품사 없음,한자어,眞興王巡狩碑
진흥책,0,단어,명사,한자어,振興策
진흥하다,0,단어,동사,혼종어,振興하다
#NAME?,0,단어,접사,고유어,
#NAME?,0,단어,접사,고유어,
#NAME?,0,단어,접사,고유어,
#NAME?,0,단어,접사,고유어,
#NAME?,0,단어,접사,고유어,
#NAME?,0,단어,접사,고유어,
질,1,단어,명사,한자어,質
질,1,단어,명사,한자어,質
질,2,단어,명사,한자어,膣
질감,0,단어,명사,한자어,質感
질감,0,단어,명사,한자어,質感
질겁,0,단어,명사,한자어,窒怯
질겁하다,0,단어,동사,혼종어,窒怯하다
질겅거리다,0,단어,동사,고유어,
질겅대다,0,단어,동사,고유어,
질겅이다,0,단어,동사,고유어,
질겅질겅,0,단어,부사,고유어,
질곡,0,단어,명사,한자어,桎梏
질곡,0,단어,명사,한자어,桎梏
질그릇,0,단어,명사,고유어,
질근질근,0,단어,부사,고유어,
질금,0,단어,부사,고유어,
질금,0,단어,부사,고유어,
질금,0,단어,부사,고유어,
질금,0,단어,부사,고유어,
질금거리다,0,단어,동사,고유어,
질금거리다,0,단어,동사,고유어,
질금거리다,0,단어,동사,고유어,
질금거리다,0,단어,동사,고유어,
질금대다,0,단어,동사,고유어,
질금대다,0,단어,동사,고유어,
질금대다,0,단어,동사,고유어,
질금대다,0,단어,동사,고유어,
질금질금,0,단어,부사,고유어,
질금질금,0,단어,부사,고유어,
질금질금,0,단어,부사,고유어,
질금질금,0,단어,부사,고유어,
질금질금하다,0,단어,동사,고유어,
질금질금하다,0,단어,동사,고유어,
질금질금하다,0,단어,동사,고유어,
질금질금하다,0,단어,동사,고유어,
질금하다,0,단어,동사,고유어,
질금하다,0,단어,동사,고유어,
질금하다,0,단어,동사,고유어,
질금하다,0,단어,동사,고유어,
질기다,0,단어,형용사,고유어,
질기다,0,단어,형용사,고유어,
질기다,0,단어,형용사,고유어,
질끈,0,단어,부사,고유어,
질끈,0,단어,부사,고유어,
질다,0,단어,형용사,고유어,
질다,0,단어,형용사,고유어,
질량,0,단어,명사,한자어,質量
질러-,0,단어,품사 없음,고유어,
질러가다,0,단어,동사,고유어,
질리다,0,단어,동사,고유어,
질리다,0,단어,동사,고유어,
질리다,0,단어,동사,고유어,
질문,0,단어,명사,한자어,質問
질문지,0,단어,명사,한자어,質問紙
질문하다,0,단어,동사,혼종어,質問하다
질박하다,0,단어,형용사,혼종어,質樸/質朴하다
질벅거리다,0,단어,동사,고유어,
질벅대다,0,단어,동사,고유어,
질벅질벅,0,단어,부사,고유어,
질벅질벅하다,1,단어,동사,고유어,
질벅질벅하다,2,단어,형용사,고유어,
질벅하다,0,단어,형용사,고유어,
질병,0,단어,명사,한자어,疾病
질부,0,단어,명사,한자어,姪婦
질색,0,단어,명사,한자어,窒塞
질색하다,0,단어,동사,혼종어,窒塞하다
질서,0,단어,명사,한자어,秩序
질서,0,단어,명사,한자어,秩序
질소,0,단어,명사,한자어,窒素
질시,1,단어,명사,한자어,疾視
질시,2,단어,명사,한자어,嫉視
질시하다,0,단어,동사,혼종어,疾視하다
질식,0,단어,명사,한자어,窒息
질식되다,0,단어,동사,혼종어,窒息되다
질식사,0,단어,명사,한자어,窒息死
질식시키다,0,단어,동사,혼종어,窒息시키다
질식하다,0,단어,동사,혼종어,窒息하다
질의,0,단어,명사,한자어,質疑
질의하다,0,단어,동사,혼종어,質疑하다
질적,1,단어,명사,한자어,質的
질적,2,단어,관형사,한자어,質的
질주,0,단어,명사,한자어,疾走
질주하다,0,단어,동사,혼종어,疾走하다
질질,0,단어,부사,고유어,
질질,0,단어,부사,고유어,
질질,0,단어,부사,고유어,
질책,0,단어,명사,한자어,叱責
질책하다,0,단어,동사,혼종어,叱責하다
질척거리다,0,단어,동사,고유어,
질척대다,0,단어,동사,고유어,
질척이다,0,단어,동사,고유어,
질척질척,0,단어,부사,고유어,
질척질척하다,0,단어,동사,고유어,
질척하다,0,단어,형용사,고유어,
질타,0,단어,명사,한자어,叱咤
질타하다,0,단어,동사,혼종어,叱咤하다
질투,0,단어,명사,한자어,嫉妬/嫉妒
질투,0,단어,명사,한자어,嫉妬/嫉妒
질투심,0,단어,명사,한자어,嫉妬心
질투하다,0,단어,동사,혼종어,嫉妬/嫉妒하다
질투하다,0,단어,동사,혼종어,嫉妬/嫉妒하다
질퍼덕거리다,0,단어,동사,고유어,
질퍼덕대다,0,단어,동사,고유어,
질퍼덕질퍼덕,0,단어,부사,고유어,
질퍼덕질퍼덕하다,0,단어,동사,고유어,
질퍼덕하다,0,단어,형용사,고유어,
질퍽거리다,0,단어,동사,고유어,
질퍽대다,0,단어,동사,고유어,
질퍽질퍽,0,단어,부사,고유어,
질퍽질퍽하다,0,단어,동사,고유어,
질퍽하다,0,단어,형용사,고유어,
질펀하다,0,단어,형용사,고유어,
질펀하다,0,단어,형용사,고유어,
질펀하다,0,단어,형용사,고유어,
질펀하다,0,단어,형용사,고유어,
질펀히,0,단어,부사,고유어,
질펀히,0,단어,부사,고유어,
질펀히,0,단어,부사,고유어,
질펀히,0,단어,부사,고유어,
질풍,0,단어,명사,한자어,疾風
질풍노도,0,단어,명사,한자어,疾風怒濤
질화로,0,단어,명사,혼종어,질火爐
질환,0,단어,명사,한자어,疾患
짊다,0,단어,동사,고유어,
짊어지다,0,단어,동사,고유어,
짊어지다,0,단어,동사,고유어,
짊어지다,0,단어,동사,고유어,
짐,0,단어,명사,고유어,
짐,0,단어,명사,고유어,
짐,0,단어,명사,고유어,
짐,0,단어,명사,고유어,
짐,0,부표제어,명사,,
짐,0,부표제어,명사,,
짐,0,부표제어,명사,,
짐,0,부표제어,명사,,
짐꾼,0,단어,명사,고유어,
짐수레,0,단어,명사,고유어,
짐스럽다,0,단어,형용사,고유어,
짐승,0,단어,명사,고유어,
짐승,0,단어,명사,고유어,
짐작,0,단어,명사,한자어,斟酌
짐작되다,0,단어,동사,혼종어,斟酌되다
짐작하다,0,단어,동사,혼종어,斟酌하다
짐짓,0,단어,부사,고유어,
짐짝,0,단어,명사,고유어,
짐차,0,단어,명사,혼종어,짐車
짐칸,0,단어,명사,고유어,
집,1,단어,명사,고유어,
집,1,단어,명사,고유어,
집,1,단어,명사,고유어,
집,1,단어,명사,고유어,
집,1,단어,명사,고유어,
집,1,단어,명사,고유어,
집,1,단어,명사,고유어,
집,1,부표제어,명사,,
집,1,부표제어,명사,,
집,1,부표제어,명사,,
집,1,부표제어,명사,,
집,1,부표제어,명사,,
집,1,부표제어,명사,,
#NAME?,1,단어,접사,고유어,
#NAME?,1,단어,접사,고유어,
집,2,단어,의존 명사,한자어,輯
#NAME?,2,단어,접사,고유어,
#NAME?,2,단어,접사,고유어,
#NAME?,3,단어,접사,한자어,集
집값,0,단어,명사,고유어,
집게,0,단어,명사,고유어,
집게손가락,0,단어,명사,고유어,
집결,0,단어,명사,한자어,集結
집결되다,0,단어,동사,혼종어,集結되다
집결시키다,0,단어,동사,혼종어,集結시키다
집결지,0,단어,명사,한자어,集結地
집결하다,0,단어,동사,혼종어,集結하다
집계,0,단어,명사,한자어,集計
집계되다,0,단어,동사,혼종어,集計되다
집계하다,0,단어,동사,혼종어,集計하다
집구석,0,단어,명사,고유어,
집권,0,단어,명사,한자어,執權
집권당,0,단어,명사,한자어,執權黨
집권자,0,단어,명사,한자어,執權者
집권층,0,단어,명사,한자어,執權層
집권하다,0,단어,동사,혼종어,執權하다
집기,0,단어,명사,한자어,什器
집념,0,단어,명사,한자어,執念
집다,0,단어,동사,고유어,
집다,0,단어,동사,고유어,
집다,0,단어,동사,고유어,
집단,0,단어,명사,한자어,集團
집단생활,0,단어,명사,한자어,集團生活
집단생활,0,단어,명사,한자어,集團生活
집단적,1,단어,명사,한자어,集團的
집단적,2,단어,관형사,한자어,集團的
집대성,0,단어,명사,한자어,集大成
집대성되다,0,단어,동사,혼종어,集大成되다
집대성하다,0,단어,동사,혼종어,集大成하다
집도,0,단어,명사,한자어,執刀
집도하다,0,단어,동사,혼종어,執刀하다
집들이,0,단어,명사,고유어,
집무,0,단어,명사,한자어,執務
집무실,0,단어,명사,한자어,執務室
집무하다,0,단어,동사,혼종어,執務하다
집문서,0,단어,명사,혼종어,집文書
집배원,0,단어,명사,한자어,集配員
집사,0,단어,명사,한자어,執事
집사,0,단어,명사,한자어,執事
집사람,0,단어,명사,고유어,
집산,0,단어,명사,한자어,集散
집산지,0,단어,명사,한자어,集散地
집산지,0,단어,명사,한자어,集散地
집산하다,0,단어,동사,혼종어,集散하다
집성,0,단어,명사,한자어,集成
집성되다,0,단어,동사,혼종어,集成되다
집성촌,0,단어,명사,한자어,集姓村
집성하다,0,단어,동사,혼종어,集成하다
집세,0,단어,명사,혼종어,집貰
집수리,0,단어,명사,혼종어,집修理
집수리하다,0,단어,동사,혼종어,집修理하다
집시,0,단어,명사,외래어,Gypsy
집시,0,단어,명사,외래어,Gypsy
집안,0,단어,명사,고유어,
집안일,0,단어,명사,고유어,
집안일,0,단어,명사,고유어,
집약,0,단어,명사,한자어,集約
집약되다,0,단어,동사,혼종어,集約되다
집약적,1,단어,명사,한자어,集約的
집약적,2,단어,관형사,한자어,集約的
집약하다,0,단어,동사,혼종어,集約하다
집어내다,0,단어,동사,고유어,
집어내다,0,단어,동사,고유어,
집어넣다,0,단어,동사,고유어,
집어던지다,0,단어,동사,고유어,
집어먹다,0,단어,동사,고유어,
집어먹다,0,단어,동사,고유어,
집어삼키다,0,단어,동사,고유어,
집어삼키다,0,단어,동사,고유어,
집어치우다,0,단어,동사,고유어,
집요하다,0,단어,형용사,혼종어,執拗하다
집일,0,단어,명사,고유어,
집적,0,단어,명사,한자어,集積
집적거리다,0,단어,동사,고유어,
집적거리다,0,단어,동사,고유어,
집적대다,0,단어,동사,고유어,
집적대다,0,단어,동사,고유어,
집적되다,0,단어,동사,혼종어,集積되다
집적이다,0,단어,동사,고유어,
집적이다,0,단어,동사,고유어,
집적집적,0,단어,부사,고유어,
집적집적,0,단어,부사,고유어,
집적집적하다,0,단어,동사,고유어,
집적집적하다,0,단어,동사,고유어,
집적하다,0,단어,동사,혼종어,集積하다
집전,0,단어,명사,한자어,執典
집전하다,0,단어,동사,혼종어,執典하다
집주인,0,단어,명사,혼종어,집主人
집중,0,단어,명사,한자어,集中
집중,0,단어,명사,한자어,集中
집중되다,0,단어,동사,혼종어,集中되다
집중되다,0,단어,동사,혼종어,集中되다
집중력,0,단어,명사,한자어,集中力
집중시키다,0,단어,동사,혼종어,集中시키다
집중시키다,0,단어,동사,혼종어,集中시키다
집중적,1,단어,명사,한자어,集中的
집중적,2,단어,관형사,한자어,集中的
집중하다,0,단어,동사,혼종어,集中하다
집중하다,0,단어,동사,혼종어,集中하다
집중화,0,단어,명사,한자어,集中化
집짐승,0,단어,명사,고유어,
집집,0,단어,명사,고유어,
집집이,0,단어,부사,고유어,
집짓기,0,단어,명사,고유어,
집착,0,단어,명사,한자어,執着
집착하다,0,단어,동사,혼종어,執着하다
집채,0,단어,명사,고유어,
집칸,0,단어,명사,고유어,
집칸,0,단어,명사,고유어,
집터,0,단어,명사,고유어,
집터,0,단어,명사,고유어,
집필,0,단어,명사,한자어,執筆
집필하다,0,단어,동사,혼종어,執筆하다
집하하다,0,단어,동사,혼종어,集荷하다
집합,0,단어,명사,한자어,集合
집합,0,단어,명사,한자어,集合
집합시키다,0,단어,동사,혼종어,集合시키다
집합체,0,단어,명사,한자어,集合體
집합하다,0,단어,동사,혼종어,集合하다
집행,0,단어,명사,한자어,執行
집행되다,0,단어,동사,혼종어,執行되다
집행부,0,단어,명사,한자어,執行部
집행 유예,0,구,품사 없음,한자어,執行猶豫
집행자,0,단어,명사,한자어,執行者
집행하다,0,단어,동사,혼종어,執行하다
집현전,0,단어,명사,한자어,集賢殿
집회,0,단어,명사,한자어,集會
집히다,0,단어,동사,고유어,
집히다,0,단어,동사,고유어,
짓,0,단어,명사,고유어,
짓-,1,단어,접사,고유어,
짓-,1,단어,접사,고유어,
짓-,2,단어,품사 없음,고유어,
짓거리,0,단어,명사,고유어,
짓궂다,0,단어,형용사,고유어,
짓누르다,0,단어,동사,고유어,
짓누르다,0,단어,동사,고유어,
짓눌리다,0,단어,동사,고유어,
짓눌리다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓다,0,단어,동사,고유어,
짓무르다,0,단어,동사,고유어,
짓무르다,0,단어,동사,고유어,
짓물다,0,단어,동사,고유어,
짓뭉개다,0,단어,동사,고유어,
짓밟다,0,단어,동사,고유어,
짓밟다,0,단어,동사,고유어,
짓밟히다,0,단어,동사,고유어,
짓밟히다,0,단어,동사,고유어,
짓씹다,0,단어,동사,고유어,
짓씹다,0,단어,동사,고유어,
짓이기다,0,단어,동사,고유어,
짓찧다,0,단어,동사,고유어,
징,1,단어,명사,고유어,
징,2,단어,명사,고유어,
징검다리,0,단어,명사,고유어,
징검다리,0,단어,명사,고유어,
징검돌,0,단어,명사,고유어,
징검돌,0,단어,명사,고유어,
징계,0,단어,명사,한자어,懲戒
징계,0,단어,명사,한자어,懲戒
징계하다,0,단어,동사,혼종어,懲戒하다
징계하다,0,단어,동사,혼종어,懲戒하다
징그럽다,0,단어,형용사,고유어,
징그럽다,0,단어,형용사,고유어,
징글맞다,0,단어,형용사,고유어,
징글징글,0,단어,부사,고유어,
징글징글하다,0,단어,형용사,고유어,
징발,0,단어,명사,한자어,徵發
징발,0,단어,명사,한자어,徵發
징발되다,0,단어,동사,혼종어,徵發되다
징발되다,0,단어,동사,혼종어,徵發되다
징발하다,0,단어,동사,혼종어,徵發하다
징발하다,0,단어,동사,혼종어,徵發하다
징벌,0,단어,명사,한자어,懲罰
징벌하다,0,단어,동사,혼종어,懲罰하다
징병,0,단어,명사,한자어,徵兵
징병제,0,단어,명사,한자어,徵兵制
징병 제도,0,구,품사 없음,한자어,徵兵制度
징병하다,0,단어,동사,혼종어,徵兵하다
징세,0,단어,명사,한자어,徵稅
징세권,0,단어,명사,한자어,徵稅權
징세하다,0,단어,동사,혼종어,徵稅하다
징수,0,단어,명사,한자어,徵收
징수,0,단어,명사,한자어,徵收
징수되다,0,단어,동사,혼종어,徵收되다
징수되다,0,단어,동사,혼종어,徵收되다
징수하다,0,단어,동사,혼종어,徵收하다
징수하다,0,단어,동사,혼종어,徵收하다
징역,0,단어,명사,한자어,懲役
징역살이,0,단어,명사,혼종어,懲役살이
징역살이하다,0,단어,동사,혼종어,懲役살이하다
징역형,0,단어,명사,한자어,懲役刑
징용,0,단어,명사,한자어,徵用
징용되다,0,단어,동사,혼종어,徵用되다
징용하다,0,단어,동사,혼종어,徵用하다
징조,0,단어,명사,한자어,徵兆
징집,0,단어,명사,한자어,徵集
징집,0,단어,명사,한자어,徵集
징집되다,0,단어,동사,혼종어,徵集되다
징집되다,0,단어,동사,혼종어,徵集되다
징집하다,0,단어,동사,혼종어,徵集하다
징집하다,0,단어,동사,혼종어,徵集하다
징징,0,단어,부사,고유어,
징징거리다,0,단어,동사,고유어,
징징대다,0,단어,동사,고유어,
징징하다,0,단어,동사,고유어,
징크스,0,단어,명사,외래어,jinx
징크스,0,단어,명사,외래어,jinx
징표,0,단어,명사,한자어,徵標
징후,0,단어,명사,한자어,徵候
짖다,0,단어,동사,고유어,
짖다,0,단어,동사,고유어,
짖다,0,단어,동사,고유어,
짖다,0,부표제어,동사,,
짙다,0,단어,형용사,고유어,
짙다,0,단어,형용사,고유어,
짙다,0,단어,형용사,고유어,
짙다,0,단어,형용사,고유어,
짙다,0,단어,형용사,고유어,
짙다,0,단어,형용사,고유어,
짙다,0,단어,형용사,고유어,
짙푸르다,0,단어,형용사,고유어,
짚,0,단어,명사,고유어,
짚다,0,단어,동사,고유어,
짚다,0,단어,동사,고유어,
짚다,0,단어,동사,고유어,
짚다,0,단어,동사,고유어,
짚다,0,부표제어,동사,,
짚단,0,단어,명사,고유어,
짚신,0,단어,명사,고유어,
짚신,0,부표제어,명사,,
짚신짝,0,단어,명사,고유어,
짚신짝,0,단어,명사,고유어,
짚이다,0,단어,동사,고유어,
짜-,1,단어,품사 없음,고유어,
짜-,2,단어,품사 없음,고유어,
짜개다,0,단어,동사,고유어,
짜깁기,0,단어,명사,고유어,
짜깁기,0,단어,명사,고유어,
짜내다,0,단어,동사,고유어,
짜내다,0,단어,동사,고유어,
짜내다,0,단어,동사,고유어,
짜내다,0,단어,동사,고유어,
짜다,1,단어,동사,고유어,
짜다,1,단어,동사,고유어,
짜다,1,단어,동사,고유어,
짜다,1,단어,동사,고유어,
짜다,1,단어,동사,고유어,
짜다,2,단어,동사,고유어,
짜다,2,단어,동사,고유어,
짜다,2,단어,동사,고유어,
짜다,3,단어,형용사,고유어,
짜다,3,단어,형용사,고유어,
짜디짜다,0,단어,형용사,고유어,
짜디짜다,0,단어,형용사,고유어,
짜르다,0,단어,동사,고유어,
#NAME?,0,단어,접사,고유어,
#NAME?,0,단어,접사,고유어,
짜릿짜릿,0,단어,부사,고유어,
짜릿짜릿,0,단어,부사,고유어,
짜릿짜릿하다,0,단어,형용사,고유어,
짜릿짜릿하다,0,단어,형용사,고유어,
짜릿하다,0,단어,형용사,고유어,
짜릿하다,0,단어,형용사,고유어,
짜이다,0,단어,동사,고유어,
짜이다,0,단어,동사,고유어,
짜이다,0,단어,동사,고유어,
짜이다,0,단어,동사,고유어,
짜이다,0,단어,동사,고유어,
짜임,0,단어,명사,고유어,
짜임새,0,단어,명사,고유어,
짜임새,0,단어,명사,고유어,
짜장면,0,단어,명사,외래어,←zhajiangmian[炸醬麵]
짜증,0,단어,명사,고유어,
짜증스러우-,0,단어,품사 없음,고유어,
짜증스러워-,0,단어,품사 없음,고유어,
짜증스럽-,0,단어,품사 없음,고유어,
짜증스럽다,0,단어,형용사,고유어,
짝,1,단어,명사,고유어,
짝,1,단어,명사,고유어,
짝,1,단어,명사,고유어,
짝,1,단어,명사,고유어,
짝,1,부표제어,명사,,
짝-,1,단어,접사,고유어,
짝,2,단어,의존 명사,고유어,
#NAME?,2,단어,접사,고유어,
짝,3,단어,부사,고유어,
짝,3,단어,부사,고유어,
짝,3,단어,부사,고유어,
짝,4,단어,부사,고유어,
짝,4,단어,부사,고유어,
짝,5,단어,부사,고유어,
짝꿍,0,단어,명사,고유어,
짝꿍,0,단어,명사,고유어,
짝눈,0,단어,명사,고유어,
짝눈,0,단어,명사,고유어,
짝사랑,0,단어,명사,고유어,
짝사랑하다,0,단어,동사,고유어,
짝수,0,단어,명사,혼종어,짝數
짝짓기,0,단어,명사,고유어,
짝짓기,0,단어,명사,고유어,
짝짓다,0,단어,동사,고유어,
짝짓다,0,단어,동사,고유어,
짝짜꿍,0,단어,명사,고유어,
짝짜꿍,0,단어,명사,고유어,
짝짝,1,단어,부사,고유어,
짝짝,1,단어,부사,고유어,
짝짝,1,단어,부사,고유어,
짝짝,2,단어,부사,고유어,
짝짝,2,단어,부사,고유어,
짝짝,2,단어,부사,고유어,
짝짝,3,단어,부사,고유어,
짝짝,3,단어,부사,고유어,
짝짝,4,단어,부사,고유어,
짝짝이,0,단어,명사,고유어,
짝하다,0,단어,동사,고유어,
짠맛,0,단어,명사,고유어,
짠물,0,단어,명사,고유어,
짠순이,0,단어,명사,고유어,
짠지,0,단어,명사,고유어,
짠하다,0,단어,형용사,고유어,
짤따랗다,0,단어,형용사,고유어,
짤랑,0,단어,부사,고유어,
짤랑거리다,0,단어,동사,고유어,
짤랑대다,0,단어,동사,고유어,
짤랑이다,0,단어,동사,고유어,
짤랑짤랑,0,단어,부사,고유어,
짤랑짤랑하다,0,단어,동사,고유어,
짤랑하다,0,단어,동사,고유어,
짤록,0,단어,부사,고유어,
짤록하다,0,단어,형용사,고유어,
짤리다,0,단어,동사,고유어,
짤막하다,0,단어,형용사,고유어,
짧다,0,단어,형용사,고유어,
짧다,0,단어,형용사,고유어,
짧다,0,단어,형용사,고유어,
짧다,0,단어,형용사,고유어,
짧아지다,0,단어,동사,고유어,
짧은소리,0,단어,명사,고유어,
짬,0,단어,명사,고유어,
짬뽕,0,단어,명사,외래어,←champon
짬뽕,0,단어,명사,외래어,←champon
짬짬이,0,단어,부사,고유어,
짭조름하다,0,단어,형용사,고유어,
짭짤하다,0,단어,형용사,고유어,
짭짤하다,0,단어,형용사,고유어,
짭짤하다,0,단어,형용사,고유어,
짭짤하다,0,단어,형용사,고유어,
짭짭,0,단어,부사,고유어,
짭짭,0,단어,부사,고유어,
짭짭,0,단어,부사,고유어,
짭짭거리다,0,단어,동사,고유어,
짭짭거리다,0,단어,동사,고유어,
짭짭거리다,0,단어,동사,고유어,
짭짭대다,0,단어,동사,고유어,
짭짭대다,0,단어,동사,고유어,
짭짭대다,0,단어,동사,고유어,
짭짭하다,0,단어,동사,고유어,
짭짭하다,0,단어,동사,고유어,
짭짭하다,0,단어,동사,고유어,
짱,0,단어,부사,고유어,
짱구,0,단어,명사,고유어,
짱짱하다,0,단어,형용사,고유어,
짱짱하다,0,단어,형용사,고유어,
#NAME?,1,단어,접사,고유어,
#NAME?,2,단어,접사,고유어,
#NAME?,2,단어,접사,고유어,
째다,1,단어,동사,고유어,
째다,2,단어,동사,고유어,
째다,2,단어,동사,고유어,
째려보다,0,단어,동사,고유어,
째리다,0,단어,동사,고유어,
째지다,0,단어,동사,고유어,
째지다,0,단어,동사,고유어,
째지다,0,단어,동사,고유어,
째째하다,0,단어,형용사,고유어,
짹짹,0,단어,부사,고유어,
짹짹거리다,0,단어,동사,고유어,
짹짹대다,0,단어,동사,고유어,
짹짹하다,0,단어,동사,고유어,
쨍,1,단어,부사,고유어,
쨍,1,단어,부사,고유어,
쨍,1,단어,부사,고유어,
쨍,2,단어,부사,고유어,
쨍그랑,0,단어,부사,고유어,
쨍그랑거리다,0,단어,동사,고유어,
쨍그랑대다,0,단어,동사,고유어,
쨍그랑쨍그랑,0,단어,부사,고유어,
쨍그랑쨍그랑하다,0,단어,동사,고유어,
쨍그랑하다,0,단어,동사,고유어,
쨍쨍,0,단어,부사,고유어,
쨍쨍하다,0,단어,형용사,고유어,
쨍하다,1,단어,동사,고유어,
쨍하다,1,단어,동사,고유어,
쨍하다,1,단어,동사,고유어,
쨍하다,2,단어,형용사,고유어,
쩌렁쩌렁,0,단어,부사,고유어,
쩌렁쩌렁,0,단어,부사,고유어,
쩌렁쩌렁하다,0,단어,형용사,고유어,
쩌릿하다,0,단어,형용사,고유어,
쩌릿하다,0,단어,형용사,고유어,
쩍,0,단어,부사,고유어,
쩍,0,단어,부사,고유어,
쩍,0,단어,부사,고유어,
#NAME?,0,단어,접사,고유어,
쩍쩍,1,단어,부사,고유어,
쩍쩍,1,단어,부사,고유어,
쩍쩍,1,단어,부사,고유어,
쩍쩍,2,단어,부사,고유어,
쩍쩍,2,단어,부사,고유어,
쩍쩍거리다,0,단어,동사,고유어,
쩍쩍대다,0,단어,동사,고유어,
쩍쩍하다,0,단어,동사,고유어,
쩔다,0,단어,동사,고유어,
쩔뚝거리다,0,단어,동사,고유어,
쩔뚝대다,0,단어,동사,고유어,
쩔뚝이다,0,단어,동사,고유어,
쩔뚝쩔뚝,0,단어,부사,고유어,
쩔뚝쩔뚝하다,0,단어,동사,고유어,
쩔쩔,0,단어,부사,고유어,
쩔쩔,0,단어,부사,고유어,
쩔쩔매-,0,단어,품사 없음,고유어,
쩔쩔매다,0,단어,동사,고유어,
쩔쩔매다,0,단어,동사,고유어,
쩝,0,단어,부사,고유어,
쩝쩝,0,단어,부사,고유어,
쩝쩝,0,단어,부사,고유어,
쩝쩝,0,단어,부사,고유어,
쩝쩝거리다,0,단어,동사,고유어,
쩝쩝거리다,0,단어,동사,고유어,
쩝쩝거리다,0,단어,동사,고유어,
쩝쩝대다,0,단어,동사,고유어,
쩝쩝대다,0,단어,동사,고유어,
쩝쩝대다,0,단어,동사,고유어,
쩝쩝하다,0,단어,동사,고유어,
쩝쩝하다,0,단어,동사,고유어,
쩝쩝하다,0,단어,동사,고유어,
쩡쩡,0,단어,부사,고유어,
쩡쩡,0,단어,부사,고유어,
쩡쩡,0,단어,부사,고유어,
쩡쩡거리다,0,단어,동사,고유어,
쩡쩡거리다,0,단어,동사,고유어,
쩡쩡거리다,0,단어,동사,고유어,
쩡쩡대다,0,단어,동사,고유어,
쩡쩡대다,0,단어,동사,고유어,
쩡쩡대다,0,단어,동사,고유어,
쩡쩡하다,1,단어,동사,고유어,
쩡쩡하다,1,단어,동사,고유어,
쩡쩡하다,1,단어,동사,고유어,
쩡쩡하다,2,단어,형용사,고유어,
쩡쩡하다,2,단어,형용사,고유어,
쩨쩨하다,0,단어,형용사,고유어,
쩨쩨하다,0,단어,형용사,고유어,
쪄-,0,단어,품사 없음,고유어,
쪼가리,0,단어,명사,고유어,
쪼가리,0,단어,명사,고유어,
쪼개다,0,단어,동사,고유어,
쪼개다,0,단어,동사,고유어,
쪼개다,0,단어,동사,고유어,
쪼개어지다,0,단어,동사,고유어,
쪼개지다,0,단어,동사,고유어,
쪼그라들다,0,단어,동사,고유어,
쪼그라들다,0,단어,동사,고유어,
쪼그라들다,0,단어,동사,고유어,
쪼그라지다,0,단어,동사,고유어,
쪼그라지다,0,단어,동사,고유어,
쪼그리다,0,단어,동사,고유어,
쪼그리다,0,단어,동사,고유어,
쪼그맣다,0,단어,형용사,고유어,
쪼글쪼글,0,단어,부사,고유어,
쪼글쪼글하다,0,단어,형용사,고유어,
쪼금,1,단어,명사,고유어,
쪼금,1,단어,명사,고유어,
쪼금,2,단어,부사,고유어,
쪼금,2,단어,부사,고유어,
쪼끄맣다,0,단어,형용사,고유어,
쪼끔,1,단어,명사,고유어,
